subscription_id,customer_id,product_category,deposit_product_id,product_name,subscription_date,maturity_date,months,amount,interest_rate,status,channel
S00004505,C001488,예금,DEP006,하나은행 3·6·9 정기예금,2023-10-31,2024-04-28,6,100000000,3.6,해지,영업점
S00006355,C002162,적금,SAV003,신한은행 청년 처음 적금,2023-10-31,2025-10-20,24,8653440,4.5,해지,인터넷
S00001372,C000478,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-11-01,2024-10-26,12,100000000,3.1,만기,영업점
S00002009,C000671,예금,DEP004,우리은행 WON플러스 예금,2023-11-02,2024-10-27,12,100000000,3.4,연장,영업점
S00003562,C001163,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-11-02,2024-10-27,12,100000000,3.1,연장,영업점
S00007426,C002541,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-02,2024-04-30,6,100000000,3.3,연장,인터넷
S00004203,C001382,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-03,2025-10-23,24,11330016,5.0,연장,영업점
S00008369,C002908,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-03,2025-10-23,24,14898528,4.2,연장,인터넷
S00006059,C002060,예금,DEP006,하나은행 3·6·9 정기예금,2023-11-03,2024-05-01,6,95424732,3.6,연장,영업점
S00006401,C002178,예금,DEP002,신한은행 쏠편한 정기예금,2023-11-03,2024-10-28,12,100000000,3.2,해지,인터넷
S00002116,C000706,적금,SAV002,하나은행 하나 청년도약계좌,2023-11-03,2024-10-28,12,6249780,4.0,해지,영업점
S00004362,C001436,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-11-03,2033-10-31,0,2607221,0.1,유지,모바일
S00000325,C000110,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-11-04,2024-10-29,12,100000000,3.1,만기,영업점
S00002712,C000883,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-04,2025-10-24,24,17039976,4.2,만기,인터넷
S00004241,C001396,적금,SAV003,신한은행 청년 처음 적금,2023-11-04,2025-10-24,24,7131936,4.5,만기,인터넷
S00007876,C002719,예금,DEP004,우리은행 WON플러스 예금,2023-11-04,2024-10-29,12,100000000,3.4,연장,영업점
S00006579,C002242,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-04,2025-10-24,24,23681184,4.2,만기,인터넷
S00002833,C000923,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-04,2025-10-24,24,3217320,4.2,만기,인터넷
S00006950,C002372,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-04,2024-10-29,12,6080328,3.5,해지,모바일
S00003852,C001269,예금,DEP002,신한은행 쏠편한 정기예금,2023-11-05,2024-10-30,12,100000000,3.2,만기,인터넷
S00004198,C001380,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-11-05,2033-11-02,0,4830272,0.1,유지,모바일
S00005535,C001869,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-05,2025-10-25,24,20978472,5.0,연장,영업점
S00002746,C000894,예금,DEP004,우리은행 WON플러스 예금,2023-11-05,2024-10-30,12,100000000,3.4,만기,영업점
S00004810,C001594,적금,SAV003,신한은행 청년 처음 적금,2023-11-05,2025-10-25,24,19441320,4.5,만기,인터넷
S00004947,C001645,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-11-06,2024-10-31,12,100000000,3.1,만기,영업점
S00008209,C002850,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-06,2025-10-26,24,17398896,5.0,연장,영업점
S00003003,C000972,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-11-06,2024-10-31,12,100000000,3.1,만기,영업점
S00005347,C001795,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-06,2024-10-31,12,4179072,3.5,만기,모바일
S00006475,C002205,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-06,2024-05-04,6,100000000,3.3,해지,인터넷
S00006970,C002379,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-06,2025-10-26,24,8900304,5.0,해지,영업점
S00005288,C001774,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-11-07,2033-11-04,0,3352019,0.1,유지,모바일
S00002486,C000811,예금,DEP002,신한은행 쏠편한 정기예금,2023-11-07,2024-11-01,12,100000000,3.2,만기,인터넷
S00000363,C000123,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-11-07,2033-11-04,0,3859814,0.1,유지,모바일
S00001954,C000656,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-07,2024-05-05,6,100000000,3.3,연장,인터넷
S00006879,C002345,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-11-07,2024-11-01,12,100000000,3.1,연장,영업점
S00003184,C001036,입출금,CHK002,KB국민은행 KB Star 입출금통장,2023-11-08,2033-11-05,0,3423302,0.1,유지,영업점
S00006530,C002225,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-08,2024-05-06,6,100000000,3.3,만기,인터넷
S00005344,C001794,적금,SAV002,하나은행 하나 청년도약계좌,2023-11-08,2024-11-02,12,11284308,4.0,연장,영업점
S00003942,C001298,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-11-08,2033-11-05,0,3904691,0.1,유지,모바일
S00000793,C000277,예금,DEP006,하나은행 3·6·9 정기예금,2023-11-08,2024-05-06,6,100000000,3.6,만기,영업점
S00008590,C002997,예금,DEP004,우리은행 WON플러스 예금,2023-11-08,2024-11-02,12,100000000,3.4,만기,영업점
S00001116,C000391,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-08,2025-10-28,24,20940024,5.0,만기,영업점
S00003419,C001118,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-11-08,2024-11-02,12,100000000,3.1,연장,영업점
S00002889,C000938,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-11-09,2033-11-06,0,2128170,0.1,유지,모바일
S00003944,C001298,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-09,2024-11-03,12,2695368,3.5,연장,모바일
S00004035,C001327,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-11-09,2033-11-06,0,1232555,0.1,유지,모바일
S00005070,C001687,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-09,2025-10-29,24,19491240,5.0,만기,영업점
S00003360,C001099,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-11-09,2033-11-06,0,2203631,0.1,유지,모바일
S00008036,C002782,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-10,2024-05-08,6,100000000,3.3,연장,인터넷
S00003773,C001240,예금,DEP002,신한은행 쏠편한 정기예금,2023-11-10,2024-11-04,12,100000000,3.2,만기,인터넷
S00006953,C002373,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-10,2025-10-30,24,7350408,4.2,만기,인터넷
S00004481,C001482,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-10,2025-10-30,24,14893680,4.2,만기,인터넷
S00006616,C002254,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-11,2025-10-31,24,7169088,4.2,만기,인터넷
S00007417,C002539,적금,SAV002,하나은행 하나 청년도약계좌,2023-11-11,2024-11-05,12,3266208,4.0,만기,영업점
S00007643,C002626,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-11,2024-11-05,12,2371008,3.5,만기,모바일
S00002655,C000866,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-11,2024-05-09,6,100000000,3.3,해지,인터넷
S00001685,C000574,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-12,2024-11-06,12,44675093,3.5,해지,영업점
S00006884,C002348,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-12,2024-11-06,12,95424732,3.5,만기,영업점
S00000269,C000090,예금,DEP006,하나은행 3·6·9 정기예금,2023-11-12,2024-05-10,6,100000000,3.6,만기,영업점
S00001538,C000530,예금,DEP006,하나은행 3·6·9 정기예금,2023-11-12,2024-05-10,6,100000000,3.6,만기,영업점
S00005131,C001713,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-13,2024-11-07,12,11156028,3.5,만기,모바일
S00000777,C000273,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-13,2024-11-07,12,100000000,3.5,연장,영업점
S00001388,C000484,적금,SAV003,신한은행 청년 처음 적금,2023-11-13,2025-11-02,24,20974632,4.5,만기,인터넷
S00007144,C002440,적금,SAV002,하나은행 하나 청년도약계좌,2023-11-13,2024-11-07,12,7359084,4.0,해지,영업점
S00006424,C002185,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-13,2025-11-02,24,21208416,5.0,만기,영업점
S00004824,C001600,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-14,2025-11-03,24,20878224,5.0,만기,영업점
S00006686,C002278,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-14,2024-05-12,6,100000000,3.3,연장,인터넷
S00008449,C002943,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-15,2024-11-09,12,100000000,3.5,연장,영업점
S00007438,C002545,적금,SAV003,신한은행 청년 처음 적금,2023-11-15,2025-11-04,24,4395648,4.5,만기,인터넷
S00007740,C002666,적금,SAV002,하나은행 하나 청년도약계좌,2023-11-16,2024-11-10,12,7020216,4.0,해지,영업점
S00003981,C001310,적금,SAV003,신한은행 청년 처음 적금,2023-11-16,2025-11-05,24,22143432,4.5,만기,인터넷
S00005417,C001821,입출금,CHK002,KB국민은행 KB Star 입출금통장,2023-11-16,2033-11-13,0,487798,0.1,유지,영업점
S00003612,C001180,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-17,2025-11-06,24,20657976,5.0,해지,영업점
S00004531,C001498,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-17,2024-11-11,12,10127580,3.5,만기,모바일
S00007716,C002654,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-17,2024-11-11,12,100000000,3.5,해지,영업점
S00006799,C002317,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-17,2024-11-11,12,100000000,3.5,해지,영업점
S00006246,C002125,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-17,2024-11-11,12,4983096,3.5,해지,모바일
S00001557,C000536,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-18,2024-11-12,12,100000000,3.5,만기,영업점
S00007775,C002682,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-18,2024-11-12,12,2650824,3.5,해지,모바일
S00008245,C002864,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-11-18,2024-11-12,12,100000000,3.1,만기,영업점
S00007519,C002577,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-18,2025-11-07,24,11300928,5.0,만기,영업점
S00003411,C001116,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-18,2024-11-12,12,5873592,3.5,만기,모바일
S00002329,C000768,예금,DEP004,우리은행 WON플러스 예금,2023-11-19,2024-11-13,12,100000000,3.4,연장,영업점
S00007718,C002655,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-19,2024-11-13,12,6599112,3.5,만기,모바일
S00003961,C001304,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-19,2025-11-08,24,14279520,5.0,연장,영업점
S00002010,C000671,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-19,2025-11-08,24,21394752,4.2,만기,인터넷
S00007887,C002723,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-19,2025-11-08,24,23152008,5.0,연장,영업점
S00007848,C002710,입출금,CHK002,KB국민은행 KB Star 입출금통장,2023-11-19,2033-11-16,0,451486,0.1,유지,영업점
S00005741,C001946,적금,SAV003,신한은행 청년 처음 적금,2023-11-20,2025-11-09,24,4415136,4.5,해지,인터넷
S00000841,C000294,예금,DEP004,우리은행 WON플러스 예금,2023-11-20,2024-11-14,12,100000000,3.4,만기,영업점
S00004611,C001524,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-20,2025-11-09,24,4584864,4.2,만기,인터넷
S00001864,C000629,예금,DEP002,신한은행 쏠편한 정기예금,2023-11-20,2024-11-14,12,100000000,3.2,해지,인터넷
S00005974,C002028,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-21,2024-11-15,12,100000000,3.5,만기,영업점
S00007281,C002489,입출금,CHK002,KB국민은행 KB Star 입출금통장,2023-11-21,2033-11-18,0,3895621,0.1,유지,영업점
S00001433,C000499,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-11-21,2033-11-18,0,359166,0.1,유지,모바일
S00003034,C000983,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-21,2025-11-10,24,23560344,5.0,만기,영업점
S00000195,C000066,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-11-21,2033-11-18,0,2511939,0.1,유지,모바일
S00008538,C002978,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-11-21,2033-11-18,0,2503597,0.1,유지,모바일
S00000766,C000269,예금,DEP006,하나은행 3·6·9 정기예금,2023-11-21,2024-05-19,6,100000000,3.6,만기,영업점
S00005777,C001959,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-21,2024-11-15,12,1442100,3.5,만기,모바일
S00006716,C002288,적금,SAV002,하나은행 하나 청년도약계좌,2023-11-22,2024-11-16,12,10075188,4.0,만기,영업점
S00006472,C002203,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-22,2024-05-20,6,100000000,3.3,만기,인터넷
S00003918,C001291,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-22,2024-11-16,12,100000000,3.5,연장,영업점
S00005283,C001771,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-22,2025-11-11,24,13882368,4.2,해지,인터넷
S00008386,C002916,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-22,2024-11-16,12,100000000,3.5,연장,영업점
S00006043,C002053,예금,DEP004,우리은행 WON플러스 예금,2023-11-22,2024-11-16,12,100000000,3.4,해지,영업점
S00004599,C001520,적금,SAV003,신한은행 청년 처음 적금,2023-11-22,2025-11-11,24,15339168,4.5,만기,인터넷
S00003136,C001018,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-23,2025-11-12,24,4704096,5.0,해지,영업점
S00006796,C002316,예금,DEP004,우리은행 WON플러스 예금,2023-11-23,2024-11-17,12,100000000,3.4,연장,영업점
S00003328,C001088,예금,DEP002,신한은행 쏠편한 정기예금,2023-11-23,2024-11-17,12,100000000,3.2,연장,인터넷
S00003799,C001250,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-23,2024-05-21,6,100000000,3.3,만기,인터넷
S00003442,C001126,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-23,2024-05-21,6,100000000,3.3,연장,인터넷
S00001077,C000378,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-23,2024-11-17,12,1266144,3.5,만기,모바일
S00004791,C001587,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-23,2025-11-12,24,7910856,4.2,만기,인터넷
S00002743,C000892,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-24,2024-05-22,6,100000000,3.3,만기,인터넷
S00006123,C002084,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-24,2024-05-22,6,100000000,3.3,만기,인터넷
S00005714,C001936,적금,SAV002,하나은행 하나 청년도약계좌,2023-11-25,2024-11-19,12,1456056,4.0,연장,영업점
S00000259,C000087,예금,DEP002,신한은행 쏠편한 정기예금,2023-11-25,2024-11-19,12,100000000,3.2,연장,인터넷
S00000972,C000340,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-25,2024-11-19,12,7149564,3.5,연장,모바일
S00000212,C000073,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-26,2024-11-20,12,6568092,3.5,만기,모바일
S00000495,C000169,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-11-26,2033-11-23,0,4174616,0.1,유지,모바일
S00008052,C002789,예금,DEP006,하나은행 3·6·9 정기예금,2023-11-26,2024-05-24,6,100000000,3.6,만기,영업점
S00004823,C001600,적금,SAV003,신한은행 청년 처음 적금,2023-11-27,2025-11-16,24,4338720,4.5,해지,인터넷
S00001810,C000612,예금,DEP006,하나은행 3·6·9 정기예금,2023-11-27,2024-05-25,6,100000000,3.6,만기,영업점
S00002544,C000827,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-11-27,2033-11-24,0,813509,0.1,유지,모바일
S00006887,C002350,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-11-27,2024-11-21,12,100000000,3.1,해지,영업점
S00005597,C001894,적금,SAV003,신한은행 청년 처음 적금,2023-11-27,2025-11-16,24,19825416,4.5,해지,인터넷
S00004165,C001370,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-11-27,2024-11-21,12,5924280,3.5,연장,모바일
S00007702,C002649,예금,DEP003,NH농협은행 NH올원 e예금,2023-11-27,2024-05-25,6,100000000,3.3,만기,인터넷
S00005255,C001756,적금,SAV005,NH농협은행 NH1934월복리적금,2023-11-28,2025-11-17,24,14110584,4.2,만기,인터넷
S00002256,C000747,적금,SAV003,신한은행 청년 처음 적금,2023-11-28,2025-11-17,24,12654408,4.5,만기,인터넷
S00006634,C002260,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-11-28,2033-11-25,0,3073542,0.1,유지,모바일
S00003244,C001058,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-11-28,2033-11-25,0,4625094,0.1,유지,모바일
S00003171,C001032,적금,SAV003,신한은행 청년 처음 적금,2023-11-28,2025-11-17,24,21470064,4.5,만기,인터넷
S00002469,C000806,적금,SAV003,신한은행 청년 처음 적금,2023-11-29,2025-11-18,24,22615824,4.5,만기,인터넷
S00006976,C002381,적금,SAV003,신한은행 청년 처음 적금,2023-11-29,2025-11-18,24,14945328,4.5,만기,인터넷
S00008161,C002830,예금,DEP004,우리은행 WON플러스 예금,2023-11-29,2024-11-23,12,100000000,3.4,연장,영업점
S00000031,C000010,적금,SAV001,KB국민은행 KB 청년희망적금,2023-11-29,2025-11-18,24,15711312,5.0,만기,영업점
S00007487,C002563,예금,DEP001,KB국민은행 KB star 정기예금,2023-11-29,2024-11-23,12,100000000,3.5,연장,영업점
S00003400,C001112,예금,DEP002,신한은행 쏠편한 정기예금,2023-11-30,2024-11-24,12,100000000,3.2,만기,인터넷
S00002867,C000932,적금,SAV003,신한은행 청년 처음 적금,2023-11-30,2025-11-19,24,10107672,4.5,만기,인터넷
S00005364,C001801,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-11-30,2033-11-27,0,552924,0.1,유지,모바일
S00001804,C000610,적금,SAV002,하나은행 하나 청년도약계좌,2023-12-01,2024-11-25,12,11807952,4.0,만기,영업점
S00008302,C002884,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-12-01,2024-11-25,12,100000000,3.1,해지,영업점
S00002114,C000705,적금,SAV003,신한은행 청년 처음 적금,2023-12-02,2025-11-21,24,7966296,4.5,만기,인터넷
S00008467,C002951,적금,SAV001,KB국민은행 KB 청년희망적금,2023-12-02,2025-11-21,24,18144864,5.0,연장,영업점
S00003789,C001247,입출금,CHK002,KB국민은행 KB Star 입출금통장,2023-12-02,2033-11-29,0,4331841,0.1,유지,영업점
S00000984,C000345,적금,SAV002,하나은행 하나 청년도약계좌,2023-12-02,2024-11-26,12,6983844,4.0,만기,영업점
S00001643,C000562,예금,DEP002,신한은행 쏠편한 정기예금,2023-12-02,2024-11-26,12,100000000,3.2,연장,인터넷
S00007796,C002690,적금,SAV001,KB국민은행 KB 청년희망적금,2023-12-03,2025-11-22,24,11441928,5.0,연장,영업점
S00006532,C002225,예금,DEP001,KB국민은행 KB star 정기예금,2023-12-03,2024-11-27,12,100000000,3.5,연장,영업점
S00003173,C001032,적금,SAV002,하나은행 하나 청년도약계좌,2023-12-03,2024-11-27,12,11750268,4.0,만기,영업점
S00002219,C000735,예금,DEP002,신한은행 쏠편한 정기예금,2023-12-03,2024-11-27,12,100000000,3.2,만기,인터넷
S00005937,C002016,예금,DEP006,하나은행 3·6·9 정기예금,2023-12-03,2024-05-31,6,100000000,3.6,연장,영업점
S00004028,C001324,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-12-03,2033-11-30,0,3691493,0.1,유지,모바일
S00001683,C000573,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-12-04,2024-11-28,12,4755276,3.5,해지,모바일
S00006174,C002102,입출금,CHK001,신한은행 쏠편한 입출금 통장,2023-12-05,2033-12-02,0,2433117,0.1,유지,모바일
S00005028,C001673,예금,DEP001,KB국민은행 KB star 정기예금,2023-12-05,2024-11-29,12,100000000,3.5,연장,영업점
S00003563,C001163,적금,SAV001,KB국민은행 KB 청년희망적금,2023-12-05,2025-11-24,24,21069120,5.0,만기,영업점
S00002986,C000968,적금,SAV005,NH농협은행 NH1934월복리적금,2023-12-06,2025-11-25,24,13468872,4.2,만기,인터넷
S00004135,C001357,예금,DEP002,신한은행 쏠편한 정기예금,2023-12-06,2024-11-30,12,100000000,3.2,만기,인터넷
S00007095,C002425,적금,SAV003,신한은행 청년 처음 적금,2023-12-06,2025-11-25,24,21098064,4.5,연장,인터넷
S00004705,C001556,예금,DEP003,NH농협은행 NH올원 e예금,2023-12-06,2024-06-03,6,100000000,3.3,해지,인터넷
S00006482,C002207,적금,SAV002,하나은행 하나 청년도약계좌,2023-12-06,2024-11-30,12,2305104,4.0,연장,영업점
S00007936,C002741,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-12-07,2033-12-04,0,2123778,0.1,유지,모바일
S00007741,C002666,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-12-07,2024-12-01,12,3137340,3.5,만기,모바일
S00007787,C002686,적금,SAV005,NH농협은행 NH1934월복리적금,2023-12-07,2025-11-26,24,13384536,4.2,연장,인터넷
S00005637,C001910,예금,DEP004,우리은행 WON플러스 예금,2023-12-07,2024-12-01,12,100000000,3.4,연장,영업점
S00001347,C000470,적금,SAV003,신한은행 청년 처음 적금,2023-12-08,2025-11-27,24,20169720,4.5,유지,인터넷
S00007562,C002595,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-12-08,2033-12-05,0,4490051,0.1,유지,모바일
S00002106,C000703,예금,DEP003,NH농협은행 NH올원 e예금,2023-12-08,2024-06-05,6,100000000,3.3,만기,인터넷
S00007022,C002400,예금,DEP003,NH농협은행 NH올원 e예금,2023-12-09,2024-06-06,6,100000000,3.3,연장,인터넷
S00001503,C000518,입출금,CHK002,KB국민은행 KB Star 입출금통장,2023-12-09,2033-12-06,0,1765732,0.1,유지,영업점
S00001285,C000450,적금,SAV001,KB국민은행 KB 청년희망적금,2023-12-09,2025-11-28,24,5533080,5.0,유지,영업점
S00003326,C001087,적금,SAV002,하나은행 하나 청년도약계좌,2023-12-10,2024-12-04,12,8761380,4.0,만기,영업점
S00003083,C001000,예금,DEP004,우리은행 WON플러스 예금,2023-12-10,2024-12-04,12,100000000,3.4,연장,영업점
S00007153,C002443,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-12-10,2024-12-04,12,8440488,3.5,해지,모바일
S00007767,C002677,예금,DEP004,우리은행 WON플러스 예금,2023-12-10,2024-12-04,12,100000000,3.4,해지,영업점
S00005086,C001694,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-12-11,2024-12-05,12,9910896,3.5,연장,모바일
S00005097,C001699,적금,SAV001,KB국민은행 KB 청년희망적금,2023-12-12,2025-12-01,24,7551024,5.0,유지,영업점
S00000685,C000241,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-12-12,2024-12-06,12,100000000,3.1,만기,영업점
S00005654,C001918,적금,SAV005,NH농협은행 NH1934월복리적금,2023-12-12,2025-12-01,24,2444664,4.2,유지,인터넷
S00004070,C001337,예금,DEP006,하나은행 3·6·9 정기예금,2023-12-12,2024-06-09,6,100000000,3.6,연장,영업점
S00007587,C002605,적금,SAV001,KB국민은행 KB 청년희망적금,2023-12-12,2025-12-01,24,22476696,5.0,유지,영업점
S00002724,C000888,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-12-12,2033-12-09,0,518211,0.1,유지,모바일
S00001762,C000598,예금,DEP003,NH농협은행 NH올원 e예금,2023-12-13,2024-06-10,6,100000000,3.3,만기,인터넷
S00001642,C000562,예금,DEP002,신한은행 쏠편한 정기예금,2023-12-13,2024-12-07,12,100000000,3.2,만기,인터넷
S00004142,C001361,예금,DEP006,하나은행 3·6·9 정기예금,2023-12-13,2024-06-10,6,100000000,3.6,연장,영업점
S00003443,C001126,적금,SAV005,NH농협은행 NH1934월복리적금,2023-12-13,2025-12-02,24,6219840,4.2,유지,인터넷
S00004304,C001417,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-12-13,2024-12-07,12,9741408,3.5,만기,모바일
S00004037,C001328,예금,DEP005,IBK기업은행 i-ONE 정기예금,2023-12-13,2024-12-07,12,100000000,3.1,만기,영업점
S00004096,C001347,적금,SAV002,하나은행 하나 청년도약계좌,2023-12-14,2024-12-08,12,11794020,4.0,만기,영업점
S00006365,C002165,예금,DEP002,신한은행 쏠편한 정기예금,2023-12-14,2024-12-08,12,100000000,3.2,연장,인터넷
S00002908,C000944,예금,DEP002,신한은행 쏠편한 정기예금,2023-12-14,2024-12-08,12,36290702,3.2,연장,인터넷
S00004537,C001500,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-12-15,2033-12-12,0,1681904,0.1,유지,모바일
S00002715,C000884,예금,DEP003,NH농협은행 NH올원 e예금,2023-12-15,2024-06-12,6,100000000,3.3,만기,인터넷
S00001614,C000553,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-12-15,2033-12-12,0,170034,0.1,유지,모바일
S00007668,C002636,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-12-15,2033-12-12,0,4295379,0.1,유지,모바일
S00008560,C002987,적금,SAV002,하나은행 하나 청년도약계좌,2023-12-15,2024-12-09,12,3078300,4.0,만기,영업점
S00003872,C001275,적금,SAV003,신한은행 청년 처음 적금,2023-12-15,2025-12-04,24,8627928,4.5,유지,인터넷
S00004852,C001609,입출금,CHK002,KB국민은행 KB Star 입출금통장,2023-12-16,2033-12-13,0,551233,0.1,유지,영업점
S00000078,C000025,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-12-16,2033-12-13,0,2260913,0.1,유지,모바일
S00005764,C001953,적금,SAV005,NH농협은행 NH1934월복리적금,2023-12-16,2025-12-05,24,9300984,4.2,유지,인터넷
S00004003,C001316,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-12-16,2024-12-10,12,1918536,3.5,해지,모바일
S00008586,C002996,적금,SAV003,신한은행 청년 처음 적금,2023-12-16,2025-12-05,24,20212104,4.5,유지,인터넷
S00002904,C000944,적금,SAV001,KB국민은행 KB 청년희망적금,2023-12-16,2025-12-05,24,18259704,5.0,유지,영업점
S00008528,C002975,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-12-16,2024-12-10,12,2283912,3.5,연장,모바일
S00001452,C000504,예금,DEP006,하나은행 3·6·9 정기예금,2023-12-16,2024-06-13,6,100000000,3.6,해지,영업점
S00004236,C001393,예금,DEP001,KB국민은행 KB star 정기예금,2023-12-17,2024-12-11,12,100000000,3.5,만기,영업점
S00007050,C002409,입출금,CHK003,우리은행 우리 SUPER주거래 통장,2023-12-17,2033-12-14,0,4945817,0.1,유지,모바일
S00008375,C002910,입출금,CHK002,KB국민은행 KB Star 입출금통장,2023-12-17,2033-12-14,0,4626239,0.1,유지,영업점
S00007565,C002597,적금,SAV004,KB국민은행 KB 내맘대로 적금,2023-12-17,2024-12-11,12,9346140,3.5,연장,모바일
S00002389,C000785,예금,DEP003,NH농협은행 NH올원 e예금,2023-12-17,2024-06-14,6,32614129,3.3,해지,인터넷
